City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
384,santa cruz,1,US,1539106500,72,36.97,-122.03,64.94,3.33
385,straubing,1,DE,1539107760,100,48.88,12.57,52.7,4.74
386,yarmouth,0,GB,1539107400,82,50.71,-1.5,60.8,3.36
387,lazaro cardenas,40,MX,1539103200,39,28.39,-105.62,64.4,4.7
388,nemuro,24,JP,1539108293,97,43.32,145.57,58.65,9.89
389,jiazi,0,CN,1539104400,100,19.61,110.49,71.6,3.06
390,roald,75,NO,1539105600,100,62.58,6.12,50.0,6.93
391,galesong,20,ID,1539106200,73,-5.32,119.37,73.4,2.24
392,ardesen,75,TR,1539106200,93,41.19,40.99,66.2,6.93
393,coruripe,0,BR,1539108294,93,-10.12,-36.18,79.17,10.94
394,fairbanks,12,US,1539108190,63,64.84,-147.72,22.2,7.09
395,sereflikochisar,48,TR,1539108295,100,38.94,33.54,53.16,2.62
396,nohar,0,IN,1539108295,55,29.18,74.77,74.49,4.9
397,virginia beach,20,US,1539107640,59,36.85,-75.98,84.92,13.87
398,port moresby,8,PG,1539108295,96,-9.47,147.16,77.46,16.93
399,tirat karmel,20,IL,1539103800,65,32.76,34.97,78.8,6.93
400,sabang,88,PH,1539108295,100,13.72,123.58,77.64,3.56
401,najran,0,SA,1539104400,19,17.54,44.22,78.8,4.7
402,ostersund,75,SE,1539105600,87,63.18,14.64,46.4,3.36
403,sterling,90,US,1539106920,66,39.0,-77.4,82.04,6.76
404,brae,20,GB,1539107400,87,60.4,-1.35,51.8,9.17
405,pangai,40,TO,1539104400,83,-19.8,-174.35,75.2,9.17
406,farmington,75,US,1539107580,52,36.73,-108.21,53.06,13.87
407,thinadhoo,80,MV,1539108297,100,0.53,72.93,82.95,11.95
408,luchegorsk,0,RU,1539108297,77,46.44,134.3,29.31,2.33
409,kualakapuas,90,ID,1539104400,83,-3.01,114.39,78.8,3.36
410,vanavara,48,RU,1539108298,74,60.35,102.28,34.26,4.85
411,mirabad,0,IR,1539108298,16,28.27,61.33,47.85,4.23
412,pechenga,0,RU,1539108298,81,58.89,41.46,40.83,15.08
413,solnechnyy,88,RU,1539108298,98,50.72,136.64,36.6,4.52
414,toora-khem,0,RU,1539108298,76,52.47,96.11,24.45,1.77
415,kakuda,92,JP,1539108298,100,37.99,140.78,64.23,4.23
416,bom sucesso,80,BR,1539108117,50,-21.03,-44.76,82.41,9.26
417,curup,92,ID,1539108299,97,-3.47,102.53,69.27,0.54
418,storsteinnes,90,NO,1539105600,81,69.24,19.23,42.8,16.11
419,avera,90,US,1539106500,70,33.19,-82.53,84.2,12.75
420,mount isa,44,AU,1539106200,32,-20.73,139.49,66.2,1.12
421,kysyl-syr,92,RU,1539108299,99,63.9,122.77,32.19,5.86
422,manicore,68,BR,1539108300,65,-5.81,-61.3,91.23,2.28
423,narsaq,75,GL,1539107400,79,60.91,-46.05,32.0,2.24
424,whitehorse,75,CA,1539104400,92,60.72,-135.06,23.0,12.75
425,cabra,20,ES,1539106200,39,37.47,-4.43,78.8,5.82
426,eidfjord,100,NO,1539108300,97,60.47,7.07,41.19,4.34
427,dargaville,0,NZ,1539108300,86,-35.94,173.86,43.26,3.0
428,ahipara,0,NZ,1539108301,100,-35.17,173.16,42.9,1.61
429,liaocheng,0,CN,1539108301,60,36.44,115.96,38.76,3.85
430,diapaga,24,BF,1539108301,63,12.07,1.79,84.66,0.6
431,minna,48,NG,1539108301,98,9.62,6.55,72.15,5.3
432,ariquemes,20,BR,1539108301,49,-9.91,-63.03,94.38,3.06
433,gizo,40,IL,1539105600,65,31.8,34.94,78.8,5.82
434,bambous virieux,40,MU,1539104400,73,-20.34,57.76,75.2,14.99
435,severo-kurilsk,20,RU,1539108302,98,50.68,156.12,45.87,11.83
436,mehamn,75,NO,1539105600,80,71.03,27.85,41.0,18.34
437,kondinskoye,88,RU,1539108302,91,59.65,67.41,38.67,9.93
438,gazanjyk,0,TM,1539108302,47,39.24,55.52,55.05,11.79
439,lancut,0,PL,1539106200,93,50.07,22.23,50.0,4.7
440,bloomfield,90,US,1539107760,87,40.81,-74.19,77.0,3.74
441,kasongo-lunda,20,CD,1539108303,98,-6.48,16.82,71.61,2.39
442,sechura,0,PE,1539108303,79,-5.56,-80.82,72.24,11.68
443,sao felix do xingu,32,BR,1539108304,83,-6.64,-51.99,82.77,2.55
444,oktyabrskiy,0,RU,1539106200,68,55.61,37.97,44.6,4.47
445,empangeni,0,ZA,1539108304,57,-28.75,31.9,73.59,14.36
446,lavrentiya,44,RU,1539108304,95,65.58,-170.99,43.98,21.56
447,jiexiu,0,CN,1539108304,60,37.02,111.92,27.87,2.62
448,ponta delgada,40,PT,1539106200,88,37.73,-25.67,69.8,17.22
449,araouane,0,ML,1539108304,16,18.9,-3.53,89.97,5.23
450,soresina,40,IT,1539105600,72,45.29,9.86,71.6,3.36
451,rio gallegos,40,AR,1539104400,23,-51.62,-69.22,48.2,31.09
452,nagar karnul,20,IN,1539108305,59,16.48,78.32,77.91,6.13
453,verkhnyaya inta,32,RU,1539108305,77,65.99,60.32,31.83,7.14
454,camacha,40,PT,1539106200,83,33.08,-16.33,71.6,10.29
455,minas de barroteran,8,MX,1539108306,66,27.63,-101.28,78.63,11.34
456,don benito,12,ES,1539108306,46,38.95,-5.86,67.47,3.0
457,phan thiet,68,VN,1539108306,100,10.93,108.1,79.62,10.89
458,obidos,0,PT,1539106200,35,39.36,-9.16,75.2,8.05
459,nanortalik,44,GL,1539108306,99,60.14,-45.24,35.16,15.37
460,takab,92,IR,1539108307,70,36.4,47.11,49.29,1.1
461,aykhal,32,RU,1539108307,84,65.95,111.51,31.74,8.81
462,margate,75,AU,1539106200,39,-43.03,147.26,46.4,19.46
463,saryozek,8,KZ,1539108307,84,44.36,77.98,36.33,2.73
464,berezovyy,36,RU,1539108308,82,51.67,135.7,29.67,3.22
465,qaqortoq,75,GL,1539107400,100,60.72,-46.03,32.0,2.24
466,kununurra,0,AU,1539106200,78,-15.77,128.74,75.2,3.11
467,santiago del estero,20,AR,1539108122,67,-27.8,-64.26,80.52,11.83
468,puerto escondido,75,MX,1539103260,70,15.86,-97.07,84.2,6.93
469,galle,75,US,1539107580,72,29.74,-97.91,82.94,10.29
470,cockburn town,76,TC,1539108010,100,21.46,-71.14,80.61,14.85
471,wynyard,36,CA,1539108308,96,51.77,-104.18,32.28,7.58
472,dengzhou,0,CN,1539108308,59,32.69,112.08,49.02,6.76
473,tecoanapa,75,MX,1539103560,83,16.99,-99.26,82.4,4.34
474,kruisfontein,0,ZA,1539108309,91,-34.0,24.73,65.22,6.58
475,monfalcone,0,IT,1539106200,56,45.81,13.53,71.6,9.17
476,esterhazy,64,CA,1539108310,100,50.65,-102.08,33.54,7.02
477,lokosovo,92,RU,1539108310,100,61.13,74.84,37.14,17.94
478,codrington,0,AU,1539108310,94,-28.95,153.24,58.74,4.63
479,sinnamary,0,GF,1539108310,84,5.38,-52.96,84.75,13.47
480,mpika,0,ZM,1539108310,43,-11.84,31.4,68.37,7.31
481,tiarei,20,PF,1539106200,69,-17.53,-149.33,82.4,5.82
482,kuala lipis,80,MY,1539108311,99,4.19,102.05,71.52,3.29
483,port blair,48,IN,1539108311,100,11.67,92.75,82.14,19.55
484,charters towers,0,AU,1539108311,92,-20.07,146.27,65.94,9.66
485,bolobo,8,CD,1539108312,85,-2.17,16.23,77.73,2.55
486,kolyvan,0,RU,1539106200,62,55.31,82.74,51.8,11.18
487,luang prabang,44,LA,1539108312,98,19.89,102.14,66.03,1.1
488,namatanai,68,PG,1539108312,100,-3.66,152.44,81.51,9.15
489,sassandra,92,CI,1539108377,100,4.95,-6.09,74.13,9.04
490,nizwa,8,OM,1539108314,33,22.93,57.53,75.57,4.0
491,talovaya,48,RU,1539108314,76,51.12,40.73,51.18,4.34
492,dauphin,90,CA,1539104400,80,51.15,-100.04,33.8,5.82
493,halifax,90,CA,1539104400,82,44.65,-63.58,60.8,18.34
494,campbell river,20,CA,1539104400,76,50.02,-125.24,55.4,10.29
495,mossendjo,64,CG,1539108316,91,-2.95,12.72,74.4,3.0
496,korampallam,92,IN,1539108316,81,8.77,78.1,78.0,8.1
497,katherine,0,AU,1539106200,57,-14.47,132.26,77.0,5.82
498,nosy varika,88,MG,1539108317,100,-20.58,48.53,67.65,3.74
499,tala,5,MX,1539103800,56,20.65,-103.7,69.8,3.29
500,xiamen,40,CN,1539104400,78,24.46,118.07,75.2,4.47
501,dumas,48,IN,1539108318,92,21.09,72.71,88.35,10.67
502,ambilobe,0,MG,1539108318,51,-13.19,49.05,77.64,16.82
503,palmer,75,US,1539104160,9,61.6,-149.11,46.94,10.29
504,opuwo,24,NA,1539108318,23,-18.06,13.84,76.56,4.07
505,naze,75,NG,1539104400,88,5.43,7.07,77.0,2.24
506,wanning,40,AT,1539105600,82,48.64,13.53,59.0,3.36
507,balkanabat,0,TM,1539108319,31,39.51,54.36,57.21,6.91
508,aksay,0,RU,1539108319,88,47.27,39.86,58.83,10.6
509,roebourne,0,AU,1539108319,38,-20.77,117.15,76.47,11.68
510,aksarka,0,RU,1539108319,82,66.56,67.8,24.09,4.9
511,netivot,0,IL,1539108044,76,31.42,34.59,67.47,7.09
512,waddan,76,LY,1539108320,34,29.16,16.14,78.99,8.25
513,owando,24,CG,1539108320,78,-0.49,15.91,78.9,3.29
514,salvador,20,BR,1539108000,66,-12.98,-38.48,84.2,14.99
515,makungu,80,TZ,1539108320,54,-8.74,35.29,72.33,5.53
516,severodvinsk,75,RU,1539106200,93,64.56,39.82,44.6,8.95
517,bathsheba,20,BB,1539104400,70,13.22,-59.52,86.0,16.11
518,siuna,0,NI,1539108321,67,13.73,-84.78,88.17,3.22
519,sibolga,76,ID,1539108321,100,1.74,98.78,68.64,1.77
520,padang,56,ID,1539108321,100,-0.92,100.36,78.18,1.1
521,kavaratti,76,IN,1539108321,100,10.57,72.64,81.24,9.33
522,gewane,0,ET,1539108322,34,10.16,40.66,74.76,7.36
523,north bend,75,US,1539107700,77,43.41,-124.22,59.0,4.7
524,ende,0,ID,1539108322,100,-8.84,121.65,78.36,3.11
525,lagos,68,NG,1539108028,82,6.46,3.39,81.24,12.35
526,ikalamavony,88,MG,1539108323,89,-21.17,46.6,59.19,8.88
527,olenino,0,RU,1539108323,78,56.21,33.48,41.28,13.35
528,perth,75,GB,1539107400,93,56.4,-3.43,57.2,19.46
529,mentakab,92,MY,1539108323,99,3.49,102.35,72.06,2.62
530,luderitz,12,NA,1539108323,89,-26.65,15.16,60.09,9.37
531,goure,8,NE,1539108324,38,13.98,10.27,86.73,4.79
532,jagatsinghapur,40,IN,1539106200,88,20.27,86.17,78.8,5.82
533,mangrol,24,IN,1539108324,54,25.33,76.51,72.33,3.4
534,savelugu,24,GH,1539108324,75,9.63,-0.83,84.57,4.56
535,mamanguape,75,BR,1539104400,55,-6.83,-35.12,86.0,18.34
536,oum hadjer,0,TD,1539108324,44,13.3,19.7,82.68,3.74
537,paamiut,76,GL,1539108324,100,61.99,-49.67,35.07,5.57
538,gambela,64,ET,1539108325,91,8.25,34.59,62.97,3.62
539,abu dhabi,0,AE,1539104400,70,24.47,54.37,89.6,8.05
540,lahat,92,ID,1539108325,99,-3.78,103.55,71.97,5.01
541,autazes,0,BR,1539108325,40,-3.58,-59.13,97.62,7.92
542,herat,0,AF,1539104100,17,34.35,62.22,53.6,2.24
543,taoudenni,12,ML,1539108325,18,22.68,-3.98,93.3,4.9
544,oranjemund,92,ZA,1539108325,93,-28.55,16.43,58.56,7.92
545,aklavik,90,CA,1539106740,79,68.22,-135.01,23.0,3.36
546,hobyo,12,SO,1539108325,84,5.35,48.53,78.09,19.62
547,zyryanka,76,RU,1539108326,90,65.73,150.89,23.91,2.55
548,victor harbor,75,AU,1539106200,58,-35.55,138.62,53.6,6.93
549,marigot,75,HT,1539104400,62,18.23,-72.32,87.8,20.8
550,champerico,75,MX,1539103320,52,16.38,-93.6,87.8,10.29
551,kwinana,32,AU,1539106200,45,-32.25,115.77,69.8,12.75
552,lagoa,40,PT,1539106200,68,37.14,-8.45,69.8,8.05
